id,title,release_date,genres,poster_path,backdrop_path,vote_average,runtime,overview,tagline,original_language
1171462,Golden Kamuy,2024-01-19,"[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Comedy'}]",/5JpHgoFV7ZLr5jqVKhFdovreppG.jpg,/zU79dkIicO6nipT5Ypr1RmWbZN2.jpg,7.1,129,"Na kresach Hokkaido weteran i dziewczyna z ludu Ajnów walczą z wyrzutkami społecznymi i dezerterami o skarb, którego lokalizację wskazują tatuaże na ciałach skazańców.",,ja
5,Four Rooms,1995-12-09,[{'name': 'Comedy'}],/9U7bDaqHHOL2loFNk0cE3TjfTzH.jpg,/c1BaOxC8bo5ACFYkYYxL0bBWRaq.jpg,5.9,98,"Boy hotelowy Ted jest świadkiem czterech niezwykłych historii w pewną noc sylwestrową. W apartamencie dla nowożeńców trwa sabat czarownic, a w pokoju 404 dochodzi do gwałtownej kłótni małżeńskiej... o kochanka żony. Tymczasem w pokoju 309 pozostawione bez opieki dzieciaki stają na głowie, zaś w apartamencie na ostatnim piętrze hollywoodzki producent sprawdza skuteczność tricków mistrza Hitchcocka",,en
581644,The Misfits,2021-06-03,"[{'name': 'Action'}, {'name': 'Thriller'}]",/dPOyYnCkRbWAEem85N3VFpQODf5.jpg,/6FzuNrApEc71aJ3CwwkpadbNled.jpg,5.4,94,"Po brawurowej ucieczce z więzienia najsłynniejszy złodziej świata, Richard Pace, zawiera układ z tzw. Oddziałem Łotrów, którzy rabują bogatych i rozdają pieniądze biednym. Pod przywództwem doświadczonego złodzieja-dżentelmena, współcześni naśladowcy Robin Hooda biorą na cel największy na świecie skarbiec złota, należący do Warnera Scholza, człowieka, który dorobił się na praniu pieniędzy pochodzących od działających na światową skalę przestępców. Tak się składa, że jawi się on również wieloletnim wrogiem Pace. Członkowie szajki zaplanują piękny napad, zrealizowany ze smakiem - w iście dżentelmeńskim stylu.",Nie są złymi ludźmi. Po prostu okradają innych.,en
8195,Ronin,1998-09-25,"[{'name': 'Action'}, {'name': 'Thriller'}, {'name': 'Crime'}]",/bZtbyM5bCmAdky661Uz5pdnbJlZ.jpg,/frqahc6v8wt0p2Zo3XKBu2dg73z.jpg,7.0,122,"W świecie gdzie porzucono lojalność, a wierność i posłuszeństwo można kupić, pojawia się groźba nowego terroru - najemnicy i płatni zabójcy. Zimna wojna się skończyła, jednak nowy porządek świata sprzyja działalności tajnych grup płatnych zabójców - ich zdolności przetrwania, rozpoznania w terenie i ataku są legendą, a wynająć ich może każdy, kogo stać na zapłacenie niebotycznie wysokiej stawki. Tajemniczy klient zleca grupie najemników znanych jako ""Ronin"" kradzież poufnej teczki. To z pozoru błahe zadanie okazuje się śmiertelnie niebezpieczną misją. Pewna podziemna organizacja także próbuje zdobyć dokumenty oferując taką samą cenę. By wykonać robotę grupa wyrzutków pod dowództwem byłego agenta CIA znanego jako Sam (Robert De Niro) jest zmuszona dokonać czegoś, co jeszcze nigdy nie miało miejsca - zaufać sobie nawzajem.","Nie liczy się lojalność, zdrada jest sposobem na życie...",en
14,American Beauty,1999-09-15,[{'name': 'Drama'}],/d7o5PkPoBuzv8OHrFrYBMAKI2yg.jpg,/2ndw55F40IkALzWyjCCza3M6nqM.jpg,8.0,117,"Głównym bohaterem American Beauty i narratorem zarazem jest 42-letni Lester Burnham. Oto facet, który po dwudziestu latach letargu budzi się do prawdziwego życia. Impulsem do zmian staje się koleżanka córki, w typie lolitki, rozbudzająca jego zmysły. Pod jej wpływem przewartościowuje swoje życie – ćwiczy i powraca do formy fizycznej, rzuca pracę, staje się szczery i bezkompromisowy. Powraca do marzeń z młodości, które okazują się złudzeniami, bo czy palenie trawki, jeżdżenie sportowym wozem, albo beztroska „Mc-praca” uczyni go wolnym i młodym?",...spójrz uważniej,en
18,The Fifth Element,1997-05-02,"[{'name': 'Science Fiction'}, {'name': 'Action'}, {'name': 'Adventure'}]",/zL3pSAA0WfqfUMI7HdrBIMZoBu5.jpg,/jW21PoKwqs79wk6bfiYezox63mK.jpg,7.6,126,"W ciągu każdych 5000. lat Zło Absolutne nawiedza Wszechświat w celu zniszczenia wszystkiego, co żyje. Przed wiekami w obronie wszechświata stawali Mondoshawanowie - dobroczynni kosmici, którzy wynaleźli skuteczną broń przeciw Złu i ukryli ją na Ziemi, w egipskiej świątyni, gdzie przeleżała całe stulecia. Broń ta składa się z pięciu elementów, z których cztery są przechowywanymi w specjalnych pojemnikach żywiołami natury: ziemią, ogniem, wodą i powietrzem. Niech pozostanie tajemnicą, co (a może raczej, kto) jest tym piątym, najważniejszym elementem...",Bez tego nie ma przyszłości.,fr
11,Star Wars,1977-05-25,"[{'name': 'Adventure'}, {'name': 'Action'}, {'name': 'Science Fiction'}]",/shXRdVjx8fPJmwSNOfH7xa9GYT1.jpg,/yUiXA68FfQeA8cRBhd0Ao0jIRZt.jpg,8.2,121,"Rycerze Jedi zostali wytępieni, a Imperium żelazną ręka sprawuje rządy nad całą galaktyką. Mała grupa Rebeliantów podejmuje walkę kradnąc tajne plany najpotężniejszej broni Imperium - tzw. Gwiazdy Śmierci. Najbardziej zaufany sługa Imperatora - Darth Vader musi odzyskać plany i odnaleźć ukrytą bazę buntowników. Księżniczka Leia - wzięta do niewoli przywódczyni Rebeliantów, wysyła sygnał z wezwaniem pomocy, który zostaje przechwycony przez zwykłego chłopaka z farmy - Luke'a Skywalkera. Wychodząc naprzeciw swemu przeznaczeniu, Luke podejmuje wyzwanie i rusza na ratunek Księżniczce chcąc pomóc Rebeliantom w obaleniu Imperium. W misji pomagają mu niezwykli sojusznicy - mądry Obi-Wan Kenobi, nieco arogancki gwiezdny awanturnik Han Solo i jego lojalny towarzysz Chewbacca a także dwa droidy R2-D2 i C-3PO.","Dawno, dawno temu w odległej galaktyce...",en
8202,Æon Flux,2005-11-30,"[{'name': 'Science Fiction'}, {'name': 'Action'}, {'name': 'Thriller'}]",/5958Nt4QX6aRSUdQnvNw8wqjTJQ.jpg,/uTqxyztRGHSq96JYhByyNFuqqld.jpg,5.6,93,"Wytrenowana do mistrzostwa. Zabójczo skuteczna. Zdobywczyni Nagrody Akademii, Charlize Theron w roli Aeon Flux, bojowniczki podziemia walczącego w 25 stuleciu z totalitarnym rządem ostatniego miasta na powierzchni Ziemi. Aeon jest ostatnią nadzieją rebeliantów na obalenie sterylnie ""idealnego"" modelu społecznego. Ale gdy zostanie jej zlecone zabicie przywódcy rządu, Aeon znajdzie się w samym środku splątanej sieci intryg i odkryje sekrety, które odmienią losy świata.",Przyszłość to ona.,en
663558,New Gods: Nezha Reborn,2021-02-06,"[{'name': 'Animation'}, {'name': 'Fantasy'}, {'name': 'Action'}]",/vnfptwPP9d28GllW9MZBP0fw6Xo.jpg,/4PKfa0zltSrp1BJoLl8zfvYXaac.jpg,8.1,117,"Historia dzieje się po ponad 2000 latach, kiedy Nezha pokonał Smoczego Króla w powieści Fengshen Yanyi. Zwykły młody dostawca Li Yunxiang, choć pochodzi ze slumsów, prowadzi satysfakcjonujące życie i w wolnym czasie cieszy się wyścigami samochodowymi. Ale kiedy arogancki, bogaty syn Boss De (Smoczego Króla) bije go, odbiera mu ukochany silnik, a nawet rani jego niewinną sierotę, jego głęboki gniew zamienia się w wybuch Ognia Prawdy.",,zh
1318917,Chasing the Wind,2025-01-09,[{'name': 'Romance'}],/pg6sFi0pv8cPelkJGLZqmUxh24F.jpg,/qAJqYEz0utqsaPsMQvgjbUatUwv.jpg,6.6,96,"Dwie spadkobierczynie firmy; Ege Yazici i Asli Mansoy są przeciwko sobie w kwestii przyszłości firmy. Asli jest całkowicie dziewczyną z miasta, podczas gdy Ege należy do Çesme. Czy zdadzą sobie sprawę, jak bardzo są do siebie podobne, pomimo wszystkich różnic?",,tr
24,Kill Bill: Vol. 1,2003-10-10,"[{'name': 'Action'}, {'name': 'Crime'}]",/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,/iffzIhuLAO38Po6sh1s6ZEVwlNL.jpg,8.0,111,"Panna Młoda (Uma Thurman), należąca niegdyś do płatnych zabójców, a która obecnie spodziewa się dziecka, zostaje zdradzona w dniu swojego ślubu przez swojego szefa (David Carradine). Cudem unika śmierci, mimo iż została postrzelona w głowę. Znajduje się jednak w śpiączce. Po czterech latach budzi się ze śpiączki i postanawia krwawo zemścić się na każdym, kto miał związek z zamachem na jej życie, pozostawiając sobie zemstę na tytułowym Billu na koniec.","Zemsta jest daniem, które najlepiej smakuje na zimno",en
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,"[{'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Action'}]",/uqReraSvOaQXLkFp3TjqQQT2daf.jpg,/uRNgkJSkNBFbbn9fPsEjDIy8Sh3.jpg,7.8,143,"Karaiby, wiek XVIII. Beztroskie, wręcz idylliczne, pirackie życie pełnego zawadiackiego wdzięku Kapitana Jacka Sparrowa (Johnny Depp), wali się w gruzy, gdy dosięga go ręka Nemesis w osobie przebiegłego i podstępnego Kapitana Barbossy (Geoffrey Rush), który ukradł wcześniej jego statek Czarną Perłę. Barbossa atakuje miasto Port Royal i porywa córkę gubernatora, piękną Elizabeth (Keira Knightley). Sparrow zawiera sojusz z Willem Turnerem (Orlando Bloom), zdeterminowanym, by uratować ukochaną i razem ruszają w pościg za Czarną Perłą na skradzionym, najszybszym okręcie brytyjskiej floty. Will nie wie jednak, że na kapitanie Barbossie i całej jego załodze ciąży straszliwa klątwa związana z ukrytym skarbem.","Nieuczciwemu człowiekowi zawsze można wierzyć, że będzie nieuczciwy.",en
499726,MILF,2018-05-02,"[{'name': 'Comedy'}, {'name': 'Romance'}]",/bJGK2006L36f0Ybi7A4LfJpgiBb.jpg,/mwyO0J1pwaqqKygU0gnIyRP1cFN.jpg,5.7,101,"Trzy przyjaciółki po czterdziestce leczą złamane serca na południu Francji, oddając się gorącym romansom z dużo młodszymi mężczyznami.",,fr
311324,The Great Wall,2016-12-16,"[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Fantasy'}]",/gvE5r2UeJlFCNtf1ZGt6nHtxK0c.jpg,/th26RNksfM9nn7DPH06OqiV6BA2.jpg,6.0,103,"Między odwagą a strachem, między ludźmi i potworami powstał mur, któremu nie wolno runąć. Uwięziony w labiryntach Wielkiego Muru Chińskiego najemnik odkrywa tajemnicę stojącą za powstaniem legendarnej budowli, jednego z cudów świata. Kiedy kolejne fale niepowstrzymanych, krwiożerczych bestii próbują przejąć kontrolę nad światem, chcąc obalić legendarny Wielki Mur Chiński, najemnik i opryszek William Garin staje na czele walki, która z szukającego przygód mężczyzny zmieni go w bohatera.",,en
27,9 Songs,2004-07-16,"[{'name': 'Drama'}, {'name': 'Music'}, {'name': 'Romance'}]",/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,/qU7tNIMpRqkizIObXfkJY3haTqh.jpg,5.5,71,"Ona ma na imię Lisa. On Matt. Ona jest Amerykanką, on Londyńczykiem. Moment ich spotkania na koncercie rockowym to jednocześnie początek wielkiej, zmysłowej miłosci. Odtąd żyją wyłącznie dla siebie, w świecie miłości i muzyki. Ich związek, nasycony czułością i namiętnością przetrwa rok. W sposób odważny i szczery reżyser stworzył portret miłości, która pochłania bez reszty. Miłości skazanej na śmierć już w chwili, w której się rodzi. Śmiałe sceny erotyczne przeplatają się z fragmentami koncertów Black Rebel Motorcycle Club, The Von Bondies, Elbow, Primal Scream, The Dandy Warhols, Super Furry Animals, Franz Ferdinand oraz Michaela Nymana.",Dwoje kochanków. Jedwn rok.,en
19,Metropolis,1927-01-10,"[{'name': 'Drama'}, {'name': 'Science Fiction'}]",/vODOVn29fr0nLF9MVfpfKDcxuXF.jpg,/eeMoFKxjjiCi6iep2GEZtSAMYIr.jpg,8.1,153,"Przyszłość. Ludzie są podzieleni na dwie grupy: myślicieli, którzy stwarzają plany (ale nie wiedzą jak wszystko działa), oraz robotników, którzy wytwarzają (ale nie mają żadnej wizji). Są od siebie kompletnie odseparowani, ale razem tworzą jednak całość. Jeden człowiek z grupy myślicieli ośmiela się odwiedzić podziemia, gdzie robotnicy wykonują trudną pracę. Jest bardzo zdziwiony tym, co zobaczył...","Nie może być porozumienia między rękami i mózgiem, jeśli serce nie będzie pełnić roli mediatora.",de
434203,Newness,2017-11-03,"[{'name': 'Romance'}, {'name': 'Drama'}]",/vySlYPqOrI5s8Nu6bzpGKQbotVy.jpg,/fvFrMDT1aKd1bap493IT2KqTLC7.jpg,6.1,112,Martin i Gaby poznają się przez aplikację randkową i chcą stworzyć stały związek. Wkradająca się do niego nuda podpowiada im niekonwencjonalne rozwiązanie.,,en
1632,Mississippi Burning,1988-12-08,"[{'name': 'Drama'}, {'name': 'Crime'}, {'name': 'Mystery'}, {'name': 'Thriller'}]",/huY629mxBS5F0Ouaf66dB7tCKJy.jpg,/sYpNbnOlIKW5nlrPDFOGpnCUlz9.jpg,7.7,128,"Dwóch agentów FBI prowadzi trudne śledztwo w sprawie tajemniczego i brutalnego morderstwa działaczy praw człowieka w małym miasteczku, w którym panuje ostra segregacja rasowa. Zmowa milczenia zdająca się obejmować wszystkich mieszkańców utrudnia agentom rządowym wyjaśnienie sprawy.",,en
25,Jarhead,2005-11-04,"[{'name': 'Drama'}, {'name': 'War'}]",/qmXaE4EjcFoHEeFaG9wAXjYIi6P.jpg,/bQ8fRUaitJvi54O2lUT6Ta7FVHK.jpg,6.7,123,"Reżyser, prezentuje w Żołnierzu piechoty morskiej historię brutalnie szczerą i prawdziwą, pozbawioną tanich chwytów i ozdobników, ale niezwykle pięknie sfilmowaną. Obserwujemy losy rekruta o przezwisku ""Swoff"" od jego pierwszych, nieporadnych kroków w koszarach, aż po snajperskie akcje na piaszczystych równinach Iraku, podczas których nie sposób znaleźć żadnego schronienia przed wrogiem i lejącym się z nieba żarem. Swoff i jego towarzysze broni znaleźli się w bolesnej sytuacji. Muszą walczyć w bezwzględnej wojnie, której przyczyn nie rozumieją i nierzadko nie akceptują. [Opis dystrybutora]",,en
1196067,Worldbreaker,2025-10-30,"[{'name': 'Action'}, {'name': 'Horror'}, {'name': 'Science Fiction'}]",/ahj1JU8r0uJv7QII5Uj7tKzbEsC.jpg,/gMItMzDOyrfQGZsMWRM9tdxq5cV.jpg,6.0,85,"Pięć lat temu pęknięcie w strukturze rzeczywistości sprowadziło na nasz świat istoty z alternatywnego wymiaru, pragnące naszej zagłady. Ojciec ukrywa córkę na wyspie, aby zapewnić jej bezpieczeństwo, przygotowując ją jednocześnie do przetrwania i przyszłych bitew. Ale gdy świat stoi w obliczu załamania, żadne miejsce nie jest bezpieczne.",,en
35,The Simpsons Movie,2007-07-25,"[{'name': 'Animation'}, {'name': 'Comedy'}, {'name': 'Family'}]",/yycWQ6g5OfObgCv2OWUPiA0nyai.jpg,/8ln5VUVk7gnNGIb2VNgw8nICDVt.jpg,7.0,87,"W niecierpliwie oczekiwanym filmie osnutym na przebojowym serialu telewizyjnym Homer musi ocalić świat przed katastrofą, którą sam sprowokował. Wszystko zaczyna się od Homera, jego nowej świnki domowej i cieknącej cysterny - kombinacji, która doprowadza do nieszczęścia, jakiego miasto Springfield jeszcze nie doświadczyło. Kiedy Marge jest przerażona horrendalną gafą Homera, do domostwa Simpsonów puka żądny zemsty tłum. Rodzinie udaje się zbiec, ale wkrótce idzie w rozsypkę z powodu toczących ją konfliktów i nieznajomości miejsca. Społeczność Springfield ma wszelkie powody, by domagać się głów Simpsonów. Kataklizm zapoczątkowany przez Homera zwróciło uwagę prezydenta USA Arnolda Schwarzeneggera oraz szefa Agencji Ochrony Środowiska Russa Cargilla. „Wie pan, prezydencie - mówi Cargill - kiedy powołał mnie pan do agencji, gratulowano panu mianowania największego szczęściarza Ameryki szefem najbardziej nieszczęsnej agencji rządowej.",,en
15,Citizen Kane,1941-04-17,"[{'name': 'Mystery'}, {'name': 'Drama'}]",/vnBwC3FxtcaTJyOvLV4lDo8ElCr.jpg,/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg,8.0,119,"Kiedy 76-letni Charles Foster Kane, magnat prasowy, na łożu śmierci wypowiada jedno, jedyne słowo, ""Różyczka"", wszyscy zgromadzeni w ogromnym zamku Kane'a Xanadu popadają w konsternację. Nawet przeprowadzona przez grupę dziennikarzy wnikliwa analiza kronik filmowych nie daje odpowiedzi na pytanie, co oznacza owa enigmatyczna ""Różyczka"". Ani w życiu publicznym Kane'a, ani jego życiu towarzyskim i zawodowym nie można znaleźć rozwiązania dręczącej wszystkich zagadki. Jeden z reporterów postanawia rozszyfrować znaczenie tego słowa.",,en
8204,The Spiderwick Chronicles,2008-02-14,"[{'name': 'Family'}, {'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Drama'}]",/bgVGUUzc9zD0BHvLGditbSF74UZ.jpg,/cVfaHnjOOS5qX8z10qnBsslq2Oi.jpg,6.7,97,"Gdy rodzina Grace'ów wprowadza się do starego domu na prowincji, natychmiast zaczynają się dziać dziwne rzeczy. Trójka rodzeństwa postanawia wyjaśnić wszystkie tajemnicze wypadki i podejrzane zniknięcia.",,en
28,Apocalypse Now,1979-05-19,"[{'name': 'Drama'}, {'name': 'War'}]",/1L2mrAKFHPvj2w4Y8Wcfe06Mglx.jpg,/49fzLedFVKgGgFChLMuulDJBY1c.jpg,8.3,153,"Scenariusz oparty jest na opowiadaniu Josepha Conrada ""Jądro ciemności"" i relacjonuje historię wyprawy kapitana Benjamina Willarda. Bohaterowi polecono zlikwidowanie szalonego pułkownika Kurtza, który na własną rękę rozpoczął morderczą wojnę na pograniczu wietnamsko-kambodżańskim. Po odnalezieniu pułkownika Willard ma według własnego uznania go zabić bądź wezwać bombowce, które zniszczą obóz. Wraz z grupką żołnierzy kapitan rusza łodzią patrolową w górę Mekongu.",To jest koniec.,en
12,Finding Nemo,2003-05-30,"[{'name': 'Animation'}, {'name': 'Family'}, {'name': 'Adventure'}]",/81ULtY262mzmTR8PagVdNApcoHp.jpg,/eCynaAOgYYiw5yN5lBwz3IxqvaW.jpg,7.8,100,"Wielką Rafę Koralową zamieszkują kolorowe rybki zwane błazenkami. Jedną z nich o imieniu Marlin spotyka tragedia. Drapieżna ryba pożera mu żonę - Coral i prawie wszystkie jajeczka ikry, z których miały młode błazenki. Ocalał jedynie jeden mały błazenek o imieniu Nemo, który staje się oczkiem w głowie Marlina. Gdy jednak nadopiekuńczy ojciec postanawia wysyłać go do szkoły, zdarza się kolejne nieszczęście: mały błazenek zostaje wyłowiony z oceanu przez nurka i trafia do akwarium w gabinecie dentystycznym w Sydney. Merlin, który boi się głębi oceanu, postanawia wyruszyć na ratunek synkowi. W jego wyprawie towarzyszy mu inna rybka - Dora, która jest straszliwą zapominalską.",,en
8224,8MM,1999-02-26,"[{'name': 'Thriller'}, {'name': 'Crime'}, {'name': 'Mystery'}]",/mhr9xRpjOBqlBjgDwtiOx6FsLvV.jpg,/eEP8pyCmldfbnml0SFMvPK7kE4x.jpg,6.5,123,"Prywatny detektyw zostaje wezwany do rezydencji zmarłego właśnie milionera. Żona znalazła w sejfie strzępek amatorskiego filmu, w którym zarejestrowano morderstwo popełnione na młodej kobiecie. Detektyw próbuje ustalić tożsamość dziewczyny.",,en
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,"[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Fantasy'}]",/m3Lfi8084o3oGrbJ3oGJvToM2no.jpg,/3UbaCMmqOd7mca4Y5DOzY2ZVTyX.jpg,7.3,144,"Filmowa adaptacja książki J.R.R. Tolkiena, będącej wstępem do słynnego ""Władcy Pierścieni"", to opowieść pełna niesamowitych wydarzeń i magicznych postaci. Przedstawia odwieczną walkę dobra ze złem. Po wielkim sukcesie pierwszych dwóch części trylogii – ""Hobbit: Niezwykła podróż"" oraz ""Hobbit: Pustkowie Smauga"", nadszedł czas na film zamykający niezwykłe dzieło Petera Jacksona: ""Hobbit: Bitwa Pięciu Armii"". Drużyna dowodzona przez Thorina Dębową Tarczę dotarła do Samotnej Góry, której skarbu strzeże potężny Smaug. Czy Bilbo i jego towarzysze pokonają smoka i odzyskają legendarny Erebor?",Ostateczny rozdział.,en
1277988,Caramelo,2025-10-07,"[{'name': 'Comedy'}, {'name': 'Drama'}]",/c4ZEAah5a01cu27w7vT2IAoFogk.jpg,/wBV11KLQcp5pyxl8JW1lBaDshqr.jpg,7.7,100,W tym krzepiącym dramacie obiecujący kucharz po otrzymaniu przygnębiającej diagnozy odnajduje nadzieję i humor dzięki przyjaźni z czworonożnym kompanem.,,pt
376867,Moonlight,2016-10-21,[{'name': 'Drama'}],/qLnfEmPrDjJfPyyddLJPkXmshkp.jpg,/jm1oD3eB08LImSwL1LrzF9AJQ5b.jpg,7.4,110,"Ponadczasowa opowieść o relacjach międzyludzkich i odkrywaniu siebie. ""Moonlight"" jest opowieścią o dorastaniu ubogiego, czarnego chłopca.  Dorasta on w jednej z niebezpieczniejszych dzielnic Miami i stara się znaleźć swoje miejsce w świecie. Handel narkotykami na ich osiedlu kontroluje Juan, który staje się swego rodzaju zastępczym ojcem Chirona. Czysty i widny dom, w którym Juan mieszka ze swoją dziewczyną Teresą staje się dla chłopca oazą stabilności, miejscem gorących posiłków, świeżej pościeli i swobodnych rozmów. Drugim, równie bolesnym i skomplikowanym motywem przewodnim, jest związek Chirona z jego matką, Paulą, która stacza się w wyniszczający nałóg narkotykowy, których dostarcza jej Juan.",Niesamowita historia napisana przez życie,en
55,Amores Perros,2000-06-16,"[{'name': 'Drama'}, {'name': 'Thriller'}]",/2p1vhX2c4XESRooVERcQ1kCLg5j.jpg,/iTkxwBriD9YKg4Q35qWEIlLXd6e.jpg,7.6,154,"Uniwersalna opowieść o życiu, samotności i poszukiwaniu miłości przez mieszkańców Mexico City. Film składa się z trzech pozornie niezwiązanych ze sobą historii. Młody chłopak, Octavio, liczy na to, że wystawiając psa do walki, zdobędzie pieniądze na ucieczkę z żoną brata. Daniel jest odnoszącym sukcesy wydawcą, który porzuca żonę i dzieci dla modelki. El Chivo, buntownik z elitarnego domu, który stoczył się na dno i został płatnym zabójcą, poluje na bogatego biznesmena. Losy całej trójki krzyżują się podczas tragicznego wypadku samochodowego.",Miłość. Zdrada. Śmierć.,es
13,Forrest Gump,1994-06-23,"[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Romance'}]",/iixrNXX79OR7knBx1i9S51PfVlz.jpg,/66Kn4XWhkuPkJxOJyPEx4U2CUfN.jpg,8.5,142,"W ciągu trzech burzliwych dekad, Forrest zmienia się z lekceważonego inwalidy w gwiazdę amerykańskiego futbolu; z bohatera wojny w Wietnamie staje się królem krewetek; od honorów Białego Domu przechodzi w ramiona ukochanej. Jest odzwierciedleniem naszej epoki, ostatnim niewinnym w czasach, kiedy Ameryka utraciła swą niewinność. Serce podpowiada mu w sprawach, których nie ogarnia jego umysł. Jest człowiekiem zasad, a jego sukcesy inspirują wszystkich. ""Forrest Gump"". Oto historia pewnego życia.","Życie jest jak pudełko czekoladek ... nigdy nie wiesz, na co trafisz.",en
33,Unforgiven,1992-08-07,[{'name': 'Western'}],/7MSnNB9fgJyyUKBJBXiiwoQt22P.jpg,/rvRGFevvZK48onX0PYI1eQLbuJd.jpg,7.9,131,"Clint Eastwood i Morgan Freeman grają emerytowanych, zmęczonych życiem rewolwerowców, którzy po raz ostatni chwytają za broń, na zlecenie skrzywdzonych przez brutalnych kowbojów prostytutek z miasteczka Big Whiskey w odległym stanie Wyoming. Nagrodę próbuje też zgarnąć zawodowy zabójca zwany English Bobem, w którego rolę wcielił się Richard Harris, a wszystkim im usiłuje przeszkodzić grający przebiegłego i działającego co najmniej niekonwencjonalnie szeryfa Gene Hackman. W Big Whiskey zanosi się więc na nielichą rozróbę...","To piekło, zabić człowieka...",en
58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,"[{'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Action'}]",/bzxQf3bPoEbPjsBj6MTSOjM7zxz.jpg,/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg,7.4,150,"Jedyny w swoim rodzaju pirat - kapitan Jack Sparrow (Johnny Depp) powraca z kolejnym krwawym długiem do spłacenia. Ofiarował bowiem swoją duszę legendarnemu Davy Jonesowi (Bill Nighy), niesamowitemu władcy podmorskich głębin, który teraz domaga się swej własności. Jack krzyżuje matrymonialne plany Willa Turnera (Orlando Bloom) i jego pięknej narzeczonej Elizabeth Swann (Keira Knightley), którzy za sprawą nieszczęśliwych zbiegów okoliczności zostają rzuceni w wir przerażającej przygody. Sparrow naraża życie swoich przyjaciół, aby odzyskać klucz i znaleźć skrzynię umarlaka w której ukryte jest coś, co ma uratować życie kapitana. Nie jest to jednak proste zadanie, gdyż cały czas ściga ich Kraken - legendarny potwór zamieszkujący oceany.",Jack Sparow powraca w wielkim stylu...,en
38,Eternal Sunshine of the Spotless Mind,2004-03-19,"[{'name': 'Science Fiction'}, {'name': 'Drama'}, {'name': 'Romance'}]",/n6QrMP8FjQyWOfdfJnaemhNrp6a.jpg,/W1ffLQGHoxfAOq0ZYdPtJlvAdb.jpg,8.1,108,"Joel odkrywa, że jego wieloletnia dziewczyna Clementine, po rozpadnięciu się ich związku poddała się eksperymentalnej operacji doktora Howarda Mierzwiaka, polegającej na wymazaniu z pamięci wszelkich wspomnień o swoim byłym ukochanym. Sfrustrowany tym faktem, postanawia skontaktować się z tajemniczym psychiatrą, aby również poddać się kuracji i wymazać ze swojej pamięci Clementine. Jednak w trakcie zabiegu, gdy wspomnienia Joela zaczynają stopniowo zanikać, przekonuje się, że wciąż kocha Clementine i tak naprawdę nie chce wyrzucać jej ze swojego umysłu. Ponieważ doktor Mierzwiak i jego współpracownicy ani myślą przerywać operacji, Joel stara się schować wspomnienia wspólnej przeszłości z Clementine w innych zakamarkach pamięci.",,en
696374,Gabriel's Inferno,2020-05-29,"[{'name': 'Romance'}, {'name': 'Drama'}]",/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg,/nIkcTtuhmkl1GZO2LfZi7SwFz7F.jpg,8.4,122,"Intrygująca i grzeszna eksploracja uwodzenia, zakazanej miłości i odkupienia, Gabriel's Inferno to wciągająca i szalenie namiętna opowieść o ucieczce jednego mężczyzny z własnego piekła, gdy próbuje zasłużyć na niemożliwe - przebaczenie i miłość.",,en
41003,White Palace,1990-10-19,"[{'name': 'Drama'}, {'name': 'Romance'}]",/nUxEeMzDNIrxlUXTmg3ApKj4EhU.jpg,/yme0UvacQuWaZK9QiywD6lvx0Oz.jpg,6.6,103,"Max Baron jest dwudziestokilkuletnim żydowskim dyrektorem ds. Reklamy, który wciąż nie radzi sobie ze śmiercią swojej żony. Nora Baker to czterdziestokilkuletnia kelnerka, która lubi dziką stronę życia. Niedopasowane lub nie, ich przyciąganie jest natychmiastowe i tlące się. Z czasem jednak różnice klasowe i wiekowe stają się przeszkodą w ich związku, zwłaszcza że Max nie może na zawsze utrzymać Nory w tajemnicy przed swoimi żydowskimi przyjaciółmi i współpracownikami z wyższych sfer.",,en
